1149796096.000000	-104333.992188	-938792.250000	-3163444.500000	12204198.000000	127204.000000	288.468903	-268.468903
4644531712.000000	-24050.197266	553006.750000	4316083.500000	1997593.750000	-87966.000000	244.541138	-222.541138
-112792416.000000	43694.226563	567890.687500	426965.500000	-990567.937500	-79908.000000	214.975189	-196.975189
2439000576.000000	156023.625000	1091925.750000	2189526.250000	2237088.250000	-142668.000000	216.086441	-205.086441
1901941248.000000	298434.218750	1562067.375000	2435793.000000	264316.312500	-192627.000000	159.721634	-159.721634
-9450656.000000	377933.062500	1259551.125000	241105.156250	-311705.812500	-134393.000000	143.725113	-147.725113
862769600.000000	448523.625000	1258552.375000	1067696.500000	392207.781250	-123480.000000	122.451218	-134.451218
664504576.000000	484458.656250	1022608.250000	297782.656250	1775093.125000	-82035.000000	172.474258	-191.474258
82777936.000000	492714.093750	795845.125000	169289.406250	-289473.375000	-46209.000000	155.927597	-173.927597
1151559424.000000	501919.281250	788656.875000	744952.250000	668141.500000	-43710.000000	152.998795	-159.998795
909755840.000000	511638.781250	784442.937500	747296.625000	443515.781250	-41586.000000	140.823990	-143.823990
1232784256.000000	521732.281250	782531.625000	750527.000000	709769.187500	-39756.000000	139.115326	-127.115318
994657280.000000	521530.531250	688377.562500	437902.187500	442727.531250	-25434.000000	139.326126	-105.326126
256401248.000000	487066.125000	407565.500000	-249193.468750	447011.218750	12119.000000	171.241333	-120.241333
1394471424.000000	486097.437500	563853.125000	983095.937500	1018957.500000	-11853.000000	172.922180	-112.922180
-220865072.000000	439776.906250	215267.468750	-590566.500000	499077.031250	34224.000000	225.986481	-157.986481
-114062056.000000	380452.750000	18209.552734	-348986.437500	65359.402344	55220.000000	246.829666	-168.829666
-286987552.000000	325024.593750	-26263.402344	2942.985107	-564780.187500	53550.000000	217.380386	-145.380386
-1043552128.000000	247422.906250	-298474.062500	-817298.437500	-160957.656250	83216.000000	252.434586	-195.434586
-692870848.000000	174311.031250	-356786.562500	-317331.718750	-738354.375000	80960.000000	229.321793	-182.321793
-912394368.000000	105177.164063	-412485.562500	-376668.375000	-1012851.812500	78912.000000	193.490967	-161.490967
-2051312128.000000	15792.323242	-678892.000000	-1150828.750000	-2230110.500000	105897.000000	131.207703	-117.207703
-844259968.000000	-61725.722656	-678824.937500	-471984.250000	-716677.062500	94070.000000	116.756714	-114.756714
-2162624256.000000	-157775.593750	-938940.375000	-1376336.625000	-2534971.000000	119080.000000	46.485344	-50.485344
-1824747520.000000	-259342.187500	-1089024.750000	-1218372.375000	-1898506.000000	126476.000000	4.659793	-15.659793
-945084288.000000	-333001.968750	-969886.125000	-455888.687500	-1190153.750000	97086.000000	-41.558769	20.558767
-392276352.000000	-376112.218750	-773412.062500	-134684.109375	-696843.750000	60564.000000	-77.655731	53.655727
-1076889344.000000	-417716.531250	-807485.500000	-787408.312500	-1285182.750000	59416.000000	-110.236008	90.236008
-46918864.000000	-430644.687500	-594657.812500	7203.636719	-327837.500000	25002.000000	-132.570297	116.570290
-249388176.000000	-429816.281250	-483529.562500	-189471.953125	-158057.500000	8188.000000	-130.438828	112.438828
-515191104.000000	-429441.437500	-482282.250000	-479956.218750	-330231.531250	8055.000000	-120.112274	104.112274
92259632.000000	-409768.718750	-305727.125000	112518.835938	-224475.500000	-15860.000000	-143.721237	132.721237
-60434504.000000	-390856.312500	-288362.875000	-292490.250000	581467.125000	-15624.000000	-81.569176	71.569176
567046656.000000	-346321.375000	-44154.656250	488171.093750	537962.937500	-46062.000000	-77.965927	63.965927
-1491045760.000000	-349632.562500	-399567.281250	-1338264.125000	-563231.750000	7612.000000	-21.400824	-0.599176
169556448.000000	-331520.656250	-233317.453125	161615.859375	479943.968750	-14970.000000	2.226291	-35.226292
-1548490752.000000	-344936.031250	-490135.062500	-1139041.500000	-930248.937500	22134.000000	17.948149	-68.948151
-1078396.000000	-339933.562500	-339933.562500	47164.750000	586839.125000	0.000000	59.183071	-130.183075
-2425635584.000000	-382205.562500	-758434.687500	-1761455.500000	-2052825.500000	57352.000000	36.603596	-121.603592
-221218176.000000	-394212.593750	-533310.812500	98876.312500	-596344.312500	21204.000000	-18.041805	-76.958199
-2208824064.000000	-445979.343750	-903276.937500	-1751591.375000	-1536324.000000	69710.000000	-0.886021	-105.113983
-933703744.000000	-485301.843750	-846364.250000	-589802.750000	-1155976.125000	55040.000000	-46.604160	-61.395840
-1078072320.000000	-524124.031250	-880883.062500	-869410.375000	-1265371.375000	54384.000000	-78.963432	-18.036566
-823969472.000000	-555367.437500	-863215.125000	-732818.250000	-994083.437500	46928.000000	-100.614288	18.614288
-407524000.000000	-573400.625000	-748106.562500	-393152.750000	-589456.250000	26632.000000	-116.994209	47.994209
-597784960.000000	-587913.375000	-760467.625000	-754731.250000	-234880.156250	26304.000000	-73.075996	19.075998
-342423200.000000	-592418.812500	-677790.625000	-445363.750000	-302142.968750	13014.000000	-60.848072	21.848072
-93832112.000000	-580766.062500	-538539.312500	-198363.593750	-91006.679688	-6437.000000	-51.582462	23.582460
-115986032.000000	-558783.625000	-433481.062500	-212002.203125	-54183.707031	-19101.000000	-37.811935	18.811935
59780668.000000	-527066.937500	-320426.937500	-103582.625000	155221.187500	-31500.000000	-14.989729	5.989729
-303389824.000000	-500851.375000	-337349.937500	-452356.656250	134150.234375	-24924.000000	37.303188	-40.303188
1065671936.000000	-434867.125000	50441.671875	908374.937500	963887.187500	-73980.000000	42.305645	-52.305645
-100907296.000000	-375369.093750	64951.222656	-54987.343750	55071.515625	-67122.000000	52.325935	-69.325935
155975664.000000	-316640.437500	118628.679688	105162.257813	7086.625977	-66352.000000	43.293034	-54.293034
1147640320.000000	-236181.109375	393473.937500	911703.687500	753405.062500	-95984.000000	28.633310	-31.633310
6642445.000000	-170579.062500	336154.687500	8448.526367	-150051.000000	-77246.000000	13.814176	-11.814176
638425280.000000	-101555.117188	439933.531250	532589.500000	335452.656250	-82544.000000	-4.761211	11.761211
1121552512.000000	-23982.939453	589823.125000	782620.250000	1150636.000000	-93568.000000	30.200008	-19.200008
544882304.000000	47555.773438	618078.937500	502687.468750	-8522.499023	-86970.000000	-18.783356	39.783356
518156512.000000	108435.039063	598624.500000	384455.968750	237625.687500	-74724.000000	-32.974792	63.974792
1421855232.000000	177595.140625	738278.312500	926213.562500	1335623.125000	-85470.000000	6.942676	40.057323
1884874496.000000	264008.375000	967850.437500	1349509.750000	1503080.500000	-107293.000000	22.051071	43.948929
1411546112.000000	348832.031250	1046317.437500	1029370.750000	1194796.625000	-106324.000000	38.474094	37.525906
1089840512.000000	422436.031250	1040033.812500	827054.562500	910504.375000	-94146.000000	46.845531	34.154469
